customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,avg_monthly_spend,spend_trend_ratio,service_count,streaming_count,has_protection_bundle,is_month_to_month,is_electronic_check,is_auto_payment,is_new_customer,family_account,tenure_bucket,charge_per_service,revenue_at_risk_annual
0872-JCPIB,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,0,65.36,1.006,5,1,0,1,0,1,0,0,1-2y,13.15,789.0
0872-NXJYS,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,1,80.38,0.99,3,1,0,1,1,0,0,0,7-12m,26.52,954.6
0875-CABNR,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,1,86.55,0.977,4,1,0,1,0,1,0,0,7-12m,21.15,1015.2
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,85.18,1.003,4,1,0,1,0,1,1,0,0-6m,21.35,1024.8
0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,1,104.43,0.995,7,2,0,0,0,1,0,0,4y+,14.85,1247.4
0880-FVFWF,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,0,87.9,0.983,5,0,0,1,1,0,0,0,4y+,17.28,1036.8
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,96.47,1.048,6,2,0,1,1,0,1,1,0-6m,16.86,1213.8
0883-EIBTI,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,31.55,1,15.78,1.236,1,0,0,1,0,0,1,0,0-6m,19.5,234.0
0885-HMGPY,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,0,68.35,1.015,7,0,1,0,0,1,0,0,4y+,9.91,832.8
0886-QGENL,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,1,102.02,0.992,6,2,0,1,1,0,0,1,2-4y,16.88,1215.0
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,45.7,1.0,2,0,0,1,0,0,1,0,0-6m,22.85,548.4
0887-WBJVH,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,0,91.93,1.017,5,2,0,0,1,0,0,1,4y+,18.69,1121.4
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,1,97.74,1.067,7,2,0,1,1,0,0,1,4y+,14.9,1251.6
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,0,65.64,0.989,4,2,0,0,0,1,0,0,1-2y,16.23,778.8
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,113.5,0,18.92,1.028,1,0,0,0,0,0,1,1,0-6m,19.45,233.4
0895-UADGO,Male,0,No,Yes,8,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,0,42.93,1.038,4,1,1,0,0,0,0,1,7-12m,11.14,534.6
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,96.09,1.036,6,2,0,1,1,0,0,1,7-12m,16.58,1194.0
0898-XCGTF,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,0,93.01,1.038,5,2,0,0,0,1,0,1,4y+,19.3,1158.0
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,0,103.74,0.972,6,2,0,1,1,0,0,1,2-4y,16.81,1210.2
0899-WZRSD,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,0,103.47,1.018,7,2,1,1,0,0,0,0,4y+,15.05,1264.2
0902-RFHOF,Male,0,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,730.1,0,19.21,1.046,1,0,0,0,0,0,0,0,2-4y,20.1,241.2
0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1376.5,0,19.95,1.013,1,0,0,0,0,1,0,1,4y+,20.2,242.4
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,0,115.96,0.993,9,2,1,0,0,1,0,1,4y+,12.79,1381.8
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,0,114.11,0.99,9,2,1,0,0,1,0,1,4y+,12.56,1356.0
0909-SDHNU,Female,0,No,Yes,7,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,0,28.85,1.033,2,0,0,1,0,0,0,1,7-12m,14.9,357.6
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,0,79.69,1.014,8,1,1,0,0,1,0,1,4y+,10.1,969.6
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,0,85.7,0.998,4,1,0,1,0,1,0,1,4y+,21.38,1026.0
0916-KNFAJ,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,0,69.29,1.009,6,1,0,0,0,0,0,1,4y+,11.65,838.8
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,0,96.16,0.996,5,2,0,1,1,0,0,1,1-2y,19.16,1149.6
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,1,106.8,0.975,7,2,0,0,0,1,0,1,4y+,14.88,1249.8
0921-OHLVP,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,0,81.79,1.015,4,1,0,1,1,0,0,0,1-2y,20.76,996.6
0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,1,82.42,1.016,4,1,0,1,1,0,1,0,0-6m,20.94,1005.0
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,0,88.24,1.014,5,1,0,1,1,0,0,1,4y+,17.89,1073.4
0925-VYDLG,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,1,80.67,0.933,3,0,0,1,1,0,1,0,0-6m,25.08,903.0
0927-CNGRH,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,0,19.55,1.0,1,0,0,1,0,0,1,1,0-6m,19.55,234.6
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,1,77.79,0.96,3,0,0,1,0,0,0,0,7-12m,24.88,895.8
0928-JMXNP,Male,1,Yes,No,4,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,0,29.56,1.011,2,0,0,1,1,0,1,1,0-6m,14.95,358.8
0928-XUTSN,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,1011.8,0,77.83,1.034,3,1,0,1,1,0,0,0,1-2y,26.83,966.0
0929-HYQEW,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,0,53.62,0.935,3,0,0,1,0,0,1,0,0-6m,16.72,601.8
0929-PECLO,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,0,87.92,1.019,5,1,0,1,0,1,0,0,4y+,17.92,1075.2
0930-EHUZA,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,0,72.4,1.055,7,1,1,0,0,0,0,0,2-4y,10.91,916.2
0931-MHTEM,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,0,98.14,1.019,6,2,0,0,0,1,0,0,4y+,16.68,1200.6
0932-YIXYU,Female,0,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1029.8,0,21.91,0.924,1,0,0,0,0,1,0,0,2-4y,20.25,243.0
0936-NQLJU,Female,0,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.65,875.55,0,21.35,0.967,1,0,0,0,0,1,0,1,2-4y,20.65,247.8
0939-EREMR,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,0,55.24,0.968,4,0,0,1,0,0,0,1,1-2y,13.36,641.4
0939-YAPAF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,100.79,0.995,6,2,0,1,1,0,0,0,2-4y,16.71,1203.0
0940-OUQEC,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1,78.88,1.023,4,0,0,1,0,1,0,0,7-12m,20.18,968.4
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,78.98,1.023,7,2,0,0,0,1,0,1,2-4y,11.54,969.6
0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,0,93.7,0.992,5,2,0,1,0,1,0,1,2-4y,18.59,1115.4
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,0,87.39,0.976,8,2,1,0,0,1,0,1,2-4y,10.66,1023.6
0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,1,100.22,0.985,6,2,0,1,1,0,0,1,4y+,16.45,1184.4
0946-FKYTX,Male,0,No,No,52,No,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,0,31.22,0.964,2,0,0,0,0,0,0,0,4y+,15.05,361.2
0947-IDHRQ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,1,75.24,1.067,3,1,0,1,0,0,0,0,7-12m,26.77,963.6
0947-MUGVO,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,1,73.17,1.006,3,0,0,1,1,0,0,1,1-2y,24.55,883.8
0952-KMEEH,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,94.63,1.037,6,2,0,1,0,0,0,0,1-2y,16.36,1177.8
0953-LGOVU,Male,0,Yes,Yes,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,0,36.02,0.986,3,0,0,1,0,0,0,1,7-12m,11.83,426.0
0956-ACVZC,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,0,93.72,1.004,5,2,0,0,0,1,0,0,4y+,18.82,1129.2
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,0,18.83,1.044,1,0,0,0,1,0,0,0,1-2y,19.65,235.8
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,0,71.04,0.984,2,0,0,1,0,0,0,0,7-12m,34.95,838.8
0959-WHOKV,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,0,102.34,0.967,7,1,0,0,1,0,0,0,2-4y,14.14,1188.0
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,103.08,1.01,7,2,0,0,0,1,0,1,4y+,14.87,1249.2
0961-ZWLVI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,5290.45,0,107.97,1.011,8,2,0,0,0,1,0,1,4y+,13.65,1310.4
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,1296.15,0,20.91,0.971,1,0,0,0,0,1,0,1,4y+,20.3,243.6
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,99.48,0.967,5,2,0,1,1,0,0,0,2-4y,19.24,1154.4
0967-BMLBD,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.0,196.35,0,17.85,1.12,1,0,0,0,0,0,0,1,7-12m,20.0,240.0
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,70.8,1.0,2,0,0,1,0,0,1,0,0-6m,35.4,849.6
0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,677.05,0,18.3,1.082,1,0,0,0,0,1,0,1,2-4y,19.8,237.6
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,89.55,1.0,4,2,0,1,1,0,1,0,0-6m,22.39,1074.6
0970-QXPXW,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,19.65,0,19.65,1.0,1,0,0,1,0,0,1,0,0-6m,19.65,235.8
0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.25,1641.8,0,23.79,1.019,2,0,0,0,0,1,0,1,4y+,12.13,291.0
0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,0,69.6,1.015,6,1,0,0,0,1,0,1,4y+,11.78,847.8
0975-UYDTX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,0,88.94,1.013,9,2,1,0,0,1,0,1,2-4y,10.01,1081.2
0975-VOOVL,Female,0,No,No,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,0,32.83,0.889,2,0,0,1,0,0,1,0,0-6m,14.6,350.4
0979-MOZQI,Male,0,Yes,No,62,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,0,37.7,1.034,3,1,0,0,0,1,0,1,4y+,13.0,468.0
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,101.56,0.979,6,2,0,1,0,1,0,1,4y+,16.57,1193.4
0980-FEXWF,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,0,49.45,1.018,3,0,0,0,0,0,0,1,2-4y,16.78,604.2
0980-PVMRC,Female,0,Yes,Yes,40,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,0,50.91,0.999,4,2,0,1,1,0,0,1,2-4y,12.71,610.2
0983-TATYJ,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,0,53.3,0.965,3,0,0,0,0,0,0,1,2-4y,17.15,617.4
0988-AADSA,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,0,80.9,0.999,8,1,1,0,0,1,0,1,4y+,10.11,970.2
0988-JRWWP,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,0,46.8,1.158,3,1,0,1,1,0,1,0,0-6m,18.07,650.4
0991-BRRFB,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,1,48.6,1.016,3,0,0,1,1,0,0,0,1-2y,16.47,592.8
0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,0,58.47,1.037,5,0,0,0,0,1,0,1,4y+,12.13,727.8
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,0,50.19,0.972,3,0,0,1,0,0,0,1,1-2y,16.27,585.6
0999-QXNSA,Male,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,0,49.17,0.93,2,0,0,1,0,0,0,1,7-12m,22.88,549.0
1000-AJSLD,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,1,20.1,1.0,1,0,0,1,0,0,1,0,0-6m,20.1,241.2
1004-NOZNR,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,0,94.01,1.008,5,2,0,0,0,1,0,1,4y+,18.96,1137.6
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,19.66,1.017,1,0,0,1,0,1,0,0,7-12m,20.0,240.0
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,98.51,0.98,5,2,0,1,0,1,1,0,0-6m,19.3,1158.0
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,101.38,0.994,6,2,0,1,1,0,0,1,4y+,16.8,1209.6
1015-JPFYW,Male,0,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,136.75,0,19.54,0.996,1,0,0,0,0,0,0,1,7-12m,19.45,233.4
1015-OWJKI,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,19.05,0,19.05,1.0,1,0,0,1,0,0,1,0,0-6m,19.05,228.6
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,0,71.61,0.973,2,0,0,1,1,0,0,0,7-12m,34.85,836.4
1017-FBQMM,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,0,108.12,0.981,7,2,0,0,0,1,0,1,4y+,15.15,1272.6
1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,0,91.37,0.991,6,0,0,1,1,0,0,1,4y+,15.09,1086.6
1022-RKXDR,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,962.25,0,23.47,1.059,2,0,0,0,0,0,0,0,2-4y,12.43,298.2
1023-BQXZE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,0,75.74,0.982,6,2,0,0,0,1,0,0,4y+,12.39,892.2
1024-GUALD,Female,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,24.8,1.0,1,0,0,1,1,0,1,1,0-6m,24.8,297.6
1024-KPRBB,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.1,3342.0,0,87.95,1.013,4,2,0,0,0,0,0,0,2-4y,22.27,1069.2
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,1,75.06,0.998,3,0,0,1,1,0,0,1,7-12m,24.98,899.4
1025-FALIX,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,0,69.83,0.989,2,0,0,1,0,1,0,0,2-4y,34.52,828.6
1027-LKKQQ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,0,81.76,0.984,7,2,1,0,0,1,0,1,4y+,11.49,965.4
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,0,97.26,1.044,6,2,0,1,1,0,0,1,2-4y,16.92,1218.0
1029-QFBEN,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,1,19.55,1.0,1,0,0,1,0,0,1,0,0-6m,19.55,234.6
1031-IIDEO,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,1,70.85,1.0,2,0,0,1,1,0,1,0,0-6m,35.42,850.2
1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,0,78.43,1.0,8,1,1,0,1,0,0,1,4y+,9.81,941.4
1035-IPQPU,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,0,102.85,1.006,7,2,0,1,1,0,0,1,4y+,14.79,1242.0
1036-GUDCL,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,0,77.72,1.017,7,2,1,1,0,1,0,1,4y+,11.29,948.6
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.6,414.95,0,21.84,0.943,1,0,0,1,0,0,0,1,1-2y,20.6,247.2
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.8,229.6,1,19.13,1.035,1,0,0,0,0,1,0,1,7-12m,19.8,237.6
1041-RXHRA,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,1,69.95,1.004,2,0,0,1,0,1,0,0,2-4y,35.13,843.0
1042-HFUCW,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,0,50.65,1.081,4,0,0,0,0,1,0,1,2-4y,13.69,657.0
1043-UXOVO,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,0,112.58,1.005,9,2,1,0,0,1,0,0,4y+,12.57,1357.8
1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.15,1327.15,1,23.7,1.061,2,0,0,0,0,1,0,1,4y+,12.57,301.8
1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,139.75,0,17.47,1.205,1,0,0,1,0,1,0,1,7-12m,21.05,252.6
1047-NNCBF,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,0,74.68,0.945,2,0,0,1,0,1,0,0,1-2y,35.27,846.6
1047-RNXZV,Male,0,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,876.15,0,20.38,0.959,1,0,0,0,0,0,0,0,2-4y,19.55,234.6
1049-FYSYG,Female,0,Yes,No,17,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,0,38.0,0.938,3,0,0,1,0,1,0,1,1-2y,11.88,427.8
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,780.25,0,17.73,1.105,1,0,0,1,0,0,0,1,2-4y,19.6,235.2
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,27.55,0,13.78,1.416,1,0,0,1,0,0,1,0,0-6m,19.5,234.0
1052-QJIBV,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.9,1397.3,0,19.68,1.011,1,0,0,0,0,1,0,1,4y+,19.9,238.8
1053-MXTTK,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,0,107.31,1.012,8,2,1,0,0,1,0,1,4y+,13.58,1303.8
1057-FOGLZ,Female,0,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,391.7,0,21.76,0.903,1,0,0,1,0,0,0,0,1-2y,19.65,235.8
